user_id,conversion_date,week,phase,city,device_type,previous_plan,last_touch_channel,days_to_convert,premiere_monthly_brl
USR001141,2024-03-19,0,Pre-period wk3,SP,desktop,basic,Digital Video (TikTok Ads),12,34.9
USR001142,2024-03-19,0,Pre-period wk3,SP,desktop,basic,Digital Video (Meta Ads),12,34.9
USR001143,2024-03-18,0,Pre-period wk3,SP,mobile,basic,Digital Video (Google Ads),11,34.9
USR001144,2024-03-19,0,Pre-period wk3,SP,tablet,ad-supported,Digital Video (YouTube Ads),7,34.9
USR001145,2024-03-22,0,Pre-period wk3,SP,desktop,free,Digital Video (Meta Ads),8,34.9
USR001146,2024-03-20,0,Pre-period wk3,SP,desktop,ad-supported,Digital Video (YouTube Ads),4,34.9
USR001147,2024-03-20,0,Pre-period wk3,SP,mobile,ad-supported,Digital Video (Google Ads),1,34.9
USR001148,2024-03-23,0,Pre-period wk3,SP,mobile,free,Digital Video (Meta Ads),3,34.9
USR001149,2024-03-23,0,Pre-period wk3,SP,tablet,basic,Digital Video (Meta Ads),9,34.9
USR001150,2024-03-20,0,Pre-period wk3,SP,mobile,ad-supported,organic,3,34.9
USR001151,2024-03-20,0,Pre-period wk3,SP,mobile,free,Digital Video (Google Ads),8,34.9
USR001152,2024-03-19,0,Pre-period wk3,SP,mobile,basic,Digital Video (YouTube Ads),4,34.9
USR001153,2024-03-23,0,Pre-period wk3,SP,desktop,free,organic,13,34.9
USR001154,2024-03-18,0,Pre-period wk3,SP,desktop,basic,Digital Video (Meta Ads),7,34.9
USR001155,2024-03-20,0,Pre-period wk3,SP,mobile,ad-supported,Digital Video (Google Ads),13,34.9
USR001156,2024-03-21,0,Pre-period wk3,SP,mobile,basic,Digital Video (Google Ads),7,34.9
USR001157,2024-03-18,0,Pre-period wk3,SP,mobile,free,Digital Video (Meta Ads),2,34.9
USR001158,2024-03-24,0,Pre-period wk3,SP,mobile,free,Digital Video (Meta Ads),3,34.9
USR001159,2024-03-18,0,Pre-period wk3,SP,desktop,basic,Digital Video (Meta Ads),9,34.9
USR001160,2024-03-24,0,Pre-period wk3,SP,tablet,basic,Digital Video (Meta Ads),7,34.9
USR001161,2024-03-21,0,Pre-period wk3,SP,tablet,basic,Digital Video (YouTube Ads),4,34.9
USR001162,2024-03-22,0,Pre-period wk3,SP,tablet,free,Digital Video (Meta Ads),1,34.9
USR001163,2024-03-24,0,Pre-period wk3,SP,mobile,ad-supported,Digital Video (Google Ads),10,34.9
USR001164,2024-03-18,0,Pre-period wk3,SP,mobile,basic,Digital Video (Google Ads),1,34.9
USR001165,2024-03-19,0,Pre-period wk3,SP,desktop,free,Digital Video (Google Ads),9,34.9
USR001166,2024-03-21,0,Pre-period wk3,SP,mobile,ad-supported,Digital Video (YouTube Ads),11,34.9
USR001167,2024-03-20,0,Pre-period wk3,SP,desktop,free,Digital Video (Meta Ads),10,34.9
USR001168,2024-03-19,0,Pre-period wk3,SP,tablet,free,Digital Video (TikTok Ads),12,34.9
USR001169,2024-03-19,0,Pre-period wk3,SP,tablet,free,Digital Video (YouTube Ads),10,34.9
USR001170,2024-03-26,1,Soft launch,SP,mobile,free,Digital Video (TikTok Ads),0,34.9
USR001171,2024-03-26,1,Soft launch,SP,tablet,free,Digital Video (TikTok Ads),13,34.9
USR001172,2024-03-29,1,Soft launch,SP,desktop,free,Digital Video (TikTok Ads),7,34.9
USR001173,2024-03-30,1,Soft launch,SP,desktop,ad-supported,Digital Video (YouTube Ads),8,34.9
USR001174,2024-03-29,1,Soft launch,SP,mobile,basic,Digital Video (Meta Ads),0,34.9
USR001175,2024-03-28,1,Soft launch,SP,tablet,ad-supported,Digital Video (TikTok Ads),0,34.9
USR001176,2024-03-25,1,Soft launch,SP,tablet,basic,Digital Video (Google Ads),0,34.9
USR001177,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (Meta Ads),0,34.9
USR001178,2024-03-31,1,Soft launch,SP,desktop,basic,Digital Video (TikTok Ads),10,34.9
USR001179,2024-03-28,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),6,34.9
USR001180,2024-03-30,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),5,34.9
USR001181,2024-03-28,1,Soft launch,SP,mobile,free,Digital Video (YouTube Ads),5,34.9
USR001182,2024-03-28,1,Soft launch,SP,mobile,free,Digital Video (Meta Ads),6,34.9
USR001183,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),1,34.9
USR001184,2024-03-27,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),13,34.9
USR001185,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (TikTok Ads),13,34.9
USR001186,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (YouTube Ads),8,34.9
USR001187,2024-03-27,1,Soft launch,SP,desktop,free,Digital Video (Meta Ads),7,34.9
USR001188,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (Google Ads),2,34.9
USR001189,2024-03-27,1,Soft launch,SP,desktop,free,Digital Video (YouTube Ads),0,34.9
USR001190,2024-03-30,1,Soft launch,SP,mobile,free,Digital Video (Meta Ads),2,34.9
USR001191,2024-03-27,1,Soft launch,SP,tablet,basic,Digital Video (Meta Ads),1,34.9
USR001192,2024-03-26,1,Soft launch,SP,mobile,basic,organic,1,34.9
USR001193,2024-03-30,1,Soft launch,SP,desktop,free,Digital Video (TikTok Ads),4,34.9
USR001194,2024-03-29,1,Soft launch,SP,desktop,basic,Digital Video (Meta Ads),7,34.9
USR001195,2024-03-26,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),3,34.9
USR001196,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (Meta Ads),4,34.9
USR001197,2024-03-31,1,Soft launch,SP,desktop,ad-supported,Digital Video (TikTok Ads),14,34.9
USR001198,2024-03-31,1,Soft launch,SP,mobile,ad-supported,Digital Video (Meta Ads),11,34.9
USR001199,2024-03-27,1,Soft launch,SP,tablet,free,Digital Video (TikTok Ads),7,34.9
USR001200,2024-03-31,1,Soft launch,SP,tablet,basic,Digital Video (Google Ads),5,34.9
USR001201,2024-03-27,1,Soft launch,SP,tablet,basic,Digital Video (Meta Ads),7,34.9
USR001202,2024-03-27,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),6,34.9
USR001203,2024-03-26,1,Soft launch,SP,desktop,free,Digital Video (TikTok Ads),5,34.9
USR001204,2024-03-30,1,Soft launch,SP,desktop,basic,Digital Video (YouTube Ads),10,34.9
USR001205,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),0,34.9
USR001206,2024-03-26,1,Soft launch,SP,tablet,ad-supported,Digital Video (Meta Ads),13,34.9
USR001207,2024-03-25,1,Soft launch,SP,desktop,free,Digital Video (TikTok Ads),8,34.9
USR001208,2024-03-28,1,Soft launch,SP,mobile,basic,Digital Video (Google Ads),13,34.9
USR001209,2024-03-30,1,Soft launch,SP,mobile,basic,organic,12,34.9
USR001210,2024-03-27,1,Soft launch,SP,desktop,free,Digital Video (YouTube Ads),1,34.9
USR001211,2024-03-31,1,Soft launch,SP,tablet,basic,Digital Video (YouTube Ads),5,34.9
USR001212,2024-03-30,1,Soft launch,SP,desktop,basic,Digital Video (Meta Ads),0,34.9
USR001213,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (Google Ads),11,34.9
USR001214,2024-03-25,1,Soft launch,SP,mobile,free,Digital Video (YouTube Ads),11,34.9
USR001215,2024-03-31,1,Soft launch,SP,mobile,free,Digital Video (Google Ads),4,34.9
USR001216,2024-03-25,1,Soft launch,SP,mobile,ad-supported,Digital Video (Google Ads),5,34.9
USR001217,2024-03-27,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),6,34.9
USR001218,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (Meta Ads),2,34.9
USR001219,2024-03-25,1,Soft launch,SP,desktop,basic,Digital Video (Meta Ads),10,34.9
USR001220,2024-03-26,1,Soft launch,SP,tablet,free,Digital Video (Meta Ads),3,34.9
USR001221,2024-03-28,1,Soft launch,SP,desktop,ad-supported,Digital Video (Meta Ads),10,34.9
USR001222,2024-03-25,1,Soft launch,SP,desktop,ad-supported,Digital Video (TikTok Ads),10,34.9
USR001223,2024-03-29,1,Soft launch,SP,desktop,ad-supported,Digital Video (Google Ads),9,34.9
USR001224,2024-03-27,1,Soft launch,SP,desktop,free,Digital Video (Meta Ads),4,34.9
USR001225,2024-03-28,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),13,34.9
USR001226,2024-03-28,1,Soft launch,SP,desktop,basic,Digital Video (Google Ads),5,34.9
USR001227,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (YouTube Ads),13,34.9
USR001228,2024-03-30,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),13,34.9
USR001229,2024-03-30,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),11,34.9
USR001230,2024-03-28,1,Soft launch,SP,mobile,free,Digital Video (TikTok Ads),9,34.9
USR001231,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),4,34.9
USR001232,2024-03-30,1,Soft launch,SP,mobile,free,Digital Video (TikTok Ads),1,34.9
USR001233,2024-03-30,1,Soft launch,SP,mobile,basic,Digital Video (Meta Ads),0,34.9
USR001234,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (YouTube Ads),14,34.9
USR001235,2024-03-27,1,Soft launch,SP,desktop,free,Digital Video (YouTube Ads),3,34.9
USR001236,2024-03-26,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),8,34.9
USR001237,2024-03-27,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),12,34.9
USR001238,2024-03-27,1,Soft launch,SP,mobile,free,Digital Video (TikTok Ads),7,34.9
USR001239,2024-03-25,1,Soft launch,SP,mobile,free,Digital Video (Google Ads),11,34.9
USR001240,2024-03-30,1,Soft launch,SP,tablet,ad-supported,organic,1,34.9
USR001241,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),1,34.9
USR001242,2024-03-28,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),6,34.9
USR001243,2024-03-31,1,Soft launch,SP,mobile,free,Digital Video (Meta Ads),10,34.9
USR001244,2024-03-26,1,Soft launch,SP,tablet,basic,Digital Video (YouTube Ads),5,34.9
USR001245,2024-03-29,1,Soft launch,SP,mobile,free,Digital Video (Google Ads),13,34.9
USR001246,2024-03-28,1,Soft launch,SP,mobile,free,Digital Video (TikTok Ads),6,34.9
USR001247,2024-03-25,1,Soft launch,SP,mobile,ad-supported,Digital Video (Google Ads),7,34.9
USR001248,2024-03-25,1,Soft launch,SP,tablet,free,Digital Video (Google Ads),6,34.9
USR001249,2024-03-28,1,Soft launch,SP,tablet,basic,Digital Video (YouTube Ads),9,34.9
USR001250,2024-03-30,1,Soft launch,SP,desktop,free,Digital Video (TikTok Ads),1,34.9
USR001251,2024-03-31,1,Soft launch,SP,desktop,ad-supported,Digital Video (Meta Ads),0,34.9
USR001252,2024-03-30,1,Soft launch,SP,desktop,basic,Digital Video (YouTube Ads),3,34.9
USR001253,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),14,34.9
USR001254,2024-03-30,1,Soft launch,SP,desktop,ad-supported,Digital Video (YouTube Ads),3,34.9
USR001255,2024-03-25,1,Soft launch,SP,desktop,free,organic,10,34.9
USR001256,2024-03-26,1,Soft launch,SP,tablet,free,Digital Video (Meta Ads),0,34.9
USR001257,2024-03-31,1,Soft launch,SP,mobile,basic,Digital Video (YouTube Ads),3,34.9
USR001258,2024-03-25,1,Soft launch,SP,tablet,free,Digital Video (TikTok Ads),9,34.9
USR001259,2024-03-26,1,Soft launch,SP,mobile,ad-supported,Digital Video (TikTok Ads),12,34.9
USR001260,2024-03-26,1,Soft launch,SP,tablet,free,Digital Video (TikTok Ads),4,34.9
USR001261,2024-03-31,1,Soft launch,SP,mobile,basic,organic,4,34.9
USR001262,2024-03-31,1,Soft launch,SP,mobile,free,Digital Video (Google Ads),0,34.9
USR001263,2024-03-27,1,Soft launch,SP,mobile,basic,Digital Video (TikTok Ads),5,34.9
USR001264,2024-03-25,1,Soft launch,SP,mobile,free,Digital Video (Google Ads),11,34.9
USR001265,2024-03-28,1,Soft launch,SP,mobile,basic,Digital Video (Meta Ads),7,34.9
USR001266,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),0,34.9
USR001267,2024-04-06,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (TikTok Ads),7,34.9
USR001268,2024-04-06,2,Full flight wk1,SP,mobile,basic,organic,13,34.9
USR001269,2024-04-04,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),11,34.9
USR001270,2024-04-04,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Google Ads),9,34.9
USR001271,2024-04-02,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),10,34.9
